esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: N/A - client build
Scenario File Name: ..\resources\myresources\OSC-ALKS-scenarios\Scenarios/./ALKS_Scenario_4.4_2_CutInUnavoidableCollision_TEMPLATE.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
10, 0.250000, Ego, 0, 16.666667, 0.000000, 5.621577, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 9.166667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.166667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 1.653323, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 73.333334, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.333334, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
11, 0.275000, Ego, 0, 16.666667, 0.000000, 0.528868, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 9.583333, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.583333, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 2.446973, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 73.611112, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.611112, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
12, 0.300000, Ego, 0, 16.666667, 0.000000, 1.719344, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 10.000000, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 10.000000, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 3.240624, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 73.888889, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.888889, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
13, 0.325000, Ego, 0, 16.666667, 0.000000, 2.909820, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 10.416667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 10.416667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 4.034275, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 74.166667, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.166667, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
14, 0.350000, Ego, 0, 16.666667, 0.000000, 4.100296, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 10.833333, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 10.833333, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 4.827926, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 74.444445, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.444445, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
15, 0.375000, Ego, 0, 16.666667, 0.000000, 5.290773, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 11.250000, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 11.250000, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 5.621576, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 74.722223, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.722223, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
16, 0.400000, Ego, 0, 16.666667, 0.000000, 0.198064, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 11.666667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 11.666667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 0.132042, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 75.000000, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.000000, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
17, 0.425000, Ego, 0, 16.666667, 0.000000, 1.388540, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 12.083333, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 12.083333, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 0.925693, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 75.277778, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.277778, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
18, 0.450000, Ego, 0, 16.666667, 0.000000, 2.579016, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 12.500000, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 12.500000, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 1.719344, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 75.555556, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.555556, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
19, 0.475000, Ego, 0, 16.666667, 0.000000, 3.769492, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 12.916667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 12.916667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 2.512994, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 75.833334, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.833334, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
20, 0.500000, Ego, 0, 16.666667, 0.000000, 4.959968, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 13.333334, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 13.333334, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 3.306645, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 76.111112, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 76.111112, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
21, 0.525000, Ego, 0, 16.666667, 0.000000, 6.150445, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 13.750000, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 13.750000, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 4.100296, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 76.388889, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 76.388889, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
22, 0.550000, Ego, 0, 16.666667, 0.000000, 1.057735, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 14.166667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 14.166667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 4.893947, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 76.666667, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 76.666667, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
23, 0.575000, Ego, 0, 16.666667, 0.000000, 2.248212, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 14.583334, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 14.583334, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 5.687597, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 76.944445, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 76.944445, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
24, 0.600000, Ego, 0, 16.666667, 0.000000, 3.438688, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 15.000000, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.000000, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 0.198063, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 77.222223, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 77.222223, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
25, 0.625000, Ego, 0, 16.666667, 0.000000, 4.629164, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 15.416667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.416667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 0.991714, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 77.500000, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 77.500000, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
26, 0.650000, Ego, 0, 16.666667, 0.000000, 5.819640, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 15.833334, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.833334, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 1.785365, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 77.777778, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 77.777778, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
27, 0.675000, Ego, 0, 16.666667, 0.000000, 0.726931, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 16.250000, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 16.250000, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 2.579015, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 78.055556, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 78.055556, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
28, 0.700000, Ego, 0, 16.666667, 0.000000, 1.917407, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 16.666667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 16.666667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 3.372666, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 78.333334, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 78.333334, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
29, 0.725000, Ego, 0, 16.666667, 0.000000, 3.107884, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 17.083334, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 17.083334, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 4.166317, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 78.611111, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 78.611111, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
30, 0.750000, Ego, 0, 16.666667, 0.000000, 4.298360, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 17.500000, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 17.500000, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 4.959968, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 78.888889, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 78.888889, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
31, 0.775000, Ego, 0, 16.666667, 0.000000, 5.488836, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 17.916667, -8.000000, 0.000000, 16.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 17.916667, -8.000000, -4, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , CutInVehicle, 1, 11.111111, 0.000000, 5.753618, 1.400000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 79.166667, -11.500000, 0.000000, 11.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 79.166667, -11.500000, -5, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
